predicate;question
http://dbpedia.org/ontology/genre;what genre is bracket
http://dbpedia.org/ontology/genre;What genre of music is the album metro station?
http://dbpedia.org/ontology/birthPlace;where was arthur george hammond born?
http://dbpedia.org/property/genre;powerpuff girls z is what type of tv show?
http://xmlns.com/foaf/0.1/gender;what is the sex of francis lister
http://dbpedia.org/ontology/genre;what kind of video game is carmen sandiego: the secret of the stolen drums
http://dbpedia.org/ontology/position;What soccer position does lee dong-sik hold
http://dbpedia.org/ontology/influenced;who was influenced james fenimore cooper
http://dbpedia.org/ontology/genre;what is the music on crush called
http://dbpedia.org/ontology/producer;who is the executive producer of california solo
http://dbpedia.org/ontology/creator;What characters has bob haney created?
http://dbpedia.org/ontology/deathPlace;What city in southern california did charles schnee die in?
http://dbpedia.org/ontology/hometown;which municipality of Puerto Rico is bobby valentin fmor
http://dbpedia.org/ontology/location;what city and state is  st. mary's episcopal church, found
http://dbpedia.org/ontology/cinematography;What film was done by the cinematographer robert paynter
http://dbpedia.org/ontology/type;what is an example of a high school?
http://dbpedia.org/ontology/position;Who played pitcher for the oakland a's
http://dbpedia.org/ontology/birthPlace;Who's an actress born in bursa
http://dbpedia.org/ontology/position;What football position does gagame feni play
http://xmlns.com/foaf/0.1/gender;what sex is pinchas goldschmidt
http://dbpedia.org/ontology/country;where is shawnee community college based out of
http://dbpedia.org/ontology/field;which visual medium does stephen kline work in
http://dbpedia.org/ontology/artist;What is the name of one of al jolson's albums?
http://dbpedia.org/ontology/producer;What film is produced by Dino de Laurentils?
http://dbpedia.org/ontology/type;What type of album is youre a big boy now
http://dbpedia.org/ontology/writer;what lyrics were written by richard marx?
http://dbpedia.org/ontology/developer;what company created teenage mutant ninja turtles: turtles in time
http://dbpedia.org/ontology/influencedBy;What philosopher influenced thomas robert malthus?
http://dbpedia.org/ontology/country;which country was mitti made in
http://dbpedia.org/ontology/isPartOf;which country contains gilbert
http://dbpedia.org/ontology/birthPlace;Where did the birth of bethany hamilton take place?
http://dbpedia.org/ontology/literaryGenre;"What is the genre of the book ""False Memory""?"
http://purl.org/linguistics/gold/hypernym;What does ruby rodriguez do professionally
http://dbpedia.org/ontology/genre;what genre does the artist josh ritter perform
http://dbpedia.org/ontology/type;what type of lake is lake shawnee
http://dbpedia.org/ontology/genre;what is an indie rock album
http://dbpedia.org/ontology/country;What is the location abergement-le-petit contained by?
http://purl.org/linguistics/gold/hypernym;What is plaza-midwood a type of
http://dbpedia.org/ontology/director;who directed the film la terrazza
http://dbpedia.org/ontology/genre;what is a drama show?
http://dbpedia.org/ontology/genre;What kind of punk music do the cover ups play
http://dbpedia.org/ontology/isPartOf;where in south asia is galle district located in?
http://dbpedia.org/ontology/mountainRange;What's a mountain in the tatra mountains
http://dbpedia.org/ontology/genre;Which genre is the album anything is possible
http://dbpedia.org/ontology/genre;What is the name of a first-person shooter game?
http://dbpedia.org/ontology/ideology;What ideology is the French section of the workers international political party?
http://dbpedia.org/ontology/country;What country produced the film Three Guys Named Mike.
http://purl.org/linguistics/gold/hypernym;which medium format was ole, ole released as
http://dbpedia.org/ontology/language;What language is used in the tv program hobitit
http://purl.org/linguistics/gold/hypernym;what format was presumed innocent released in?
http://dbpedia.org/ontology/genre;What genre of music is the album asrael?
http://dbpedia.org/ontology/director;Who directed the film mission to moscow?
http://dbpedia.org/ontology/battle;who was a prominent figure in world war ii
http://dbpedia.org/ontology/country;what country did the tv show  robinsonekspedisjonen come from
http://dbpedia.org/ontology/ethnicity;What is the ethnicity of gustav schubler
http://dbpedia.org/property/genre;What kind of tv program is transformers: armada
http://dbpedia.org/ontology/position;which hockey position is played by geordie robertson
http://dbpedia.org/ontology/isPartOf;What county is brentford located within?
http://dbpedia.org/ontology/genre;What genre of music is the album domestica?
http://dbpedia.org/ontology/language;in what language was number 17 filmed in
http://dbpedia.org/ontology/deathPlace;where was the place that tharon musser died
http://dbpedia.org/ontology/position;whats the name of baseball catcher
http://xmlns.com/foaf/0.1/gender;What gender is yoshimar yotun
http://dbpedia.org/ontology/genre;what is a type of electronica music?
http://dbpedia.org/ontology/publisher;who publishes the game pet pals: animal doctor
http://dbpedia.org/ontology/birthPlace;where in southern california was kirk fox born
http://dbpedia.org/ontology/type;what school is a high school?
http://dbpedia.org/ontology/type;what kind of mountain is smith mountain?
http://dbpedia.org/ontology/recordLabel;who is the gourds signed with
http://dbpedia.org/ontology/producer;what film did tom tykwer produce
http://dbpedia.org/ontology/genre;what kind of music does the ocean blue make?
http://dbpedia.org/ontology/artist;What is a track by artist the andrews sisters?
http://dbpedia.org/ontology/industry;what type of store is forever 21
http://dbpedia.org/ontology/isPartOf;what is a location within the united states
http://dbpedia.org/ontology/deathPlace;where did una merkel spend his last day alive
http://dbpedia.org/ontology/country;what area is the sighisoara river contained by
http://dbpedia.org/ontology/birthPlace;who was born in gdansk?
http://dbpedia.org/ontology/language;What language is futbolilits in?
http://dbpedia.org/ontology/director;What film did mike tollin direct
http://dbpedia.org/ontology/developer;who is the cvg developer of upl
http://xmlns.com/foaf/0.1/gender;what gender is levon sayan?
http://dbpedia.org/ontology/isPartOf;what is a city in the fort smith region, northwest territories
http://dbpedia.org/ontology/producer;who produced the film the fatal mallet
http://dbpedia.org/ontology/type;what type of album is you
http://dbpedia.org/ontology/artist;What is the name of a harry james album?
http://dbpedia.org/ontology/position;what position does roy white play
http://purl.org/linguistics/gold/hypernym;what is the name of an album?
http://dbpedia.org/ontology/genre;What is the name of a psychedelic rock album
http://dbpedia.org/ontology/distributor;What's an example of an hbo film
http://dbpedia.org/ontology/architecturalStyle;what church is an example of greek revival architecture
http://dbpedia.org/ontology/producer;What's a flim lucian pintilie was a producer on?
http://dbpedia.org/ontology/industry;what kind of business is walmex
http://dbpedia.org/ontology/literaryGenre;what kind of book is the fortunate pilgrim
http://dbpedia.org/ontology/genre;which korean action tv show is about coast guards?
http://dbpedia.org/ontology/literaryGenre;what genre is the book the planet on the table
http://dbpedia.org/ontology/type;what is an example of a private school?
http://dbpedia.org/ontology/birthPlace;Where was mohan upreti born
http://dbpedia.org/ontology/broadcastArea;what area does chrk-fm serve
http://dbpedia.org/ontology/birthPlace;Name a person born in Wellington.
http://dbpedia.org/ontology/position;which infield position did harry pattee play
http://dbpedia.org/ontology/nationality;which country is wally herger from
http://dbpedia.org/ontology/genre;what kind of music is made by jimmie vaughan
http://dbpedia.org/ontology/birthPlace;What is the place of birth of kai hansen?
http://dbpedia.org/ontology/position;What position does jorg hahnel play?
http://purl.org/linguistics/gold/hypernym;what is the genre of armageddon 2419 a.d.
http://dbpedia.org/ontology/timeZone;which time zone is sharon in
http://purl.org/linguistics/gold/hypernym;gila river valley is a notable example of a?
http://dbpedia.org/property/modes;What gameplay mode is left behind: eternal forces?
http://dbpedia.org/ontology/genre;what are examples of rock music albums
http://xmlns.com/foaf/0.1/gender;what is willie limond's gender?
http://dbpedia.org/ontology/position;which hockey position is garry galley charged of
http://dbpedia.org/ontology/locatedInArea;where is holyhead mountain located
http://xmlns.com/foaf/0.1/gender;Is kim weiskopf female or male?
http://dbpedia.org/ontology/child;Who is a child of l. frank baum
http://dbpedia.org/ontology/birthPlace;where was thomas moore born
http://dbpedia.org/ontology/genre;What kind of metal is featured on the album faceless
http://xmlns.com/foaf/0.1/gender;which gender is quintin berry
http://dbpedia.org/ontology/producer;who produced the film a woman
http://dbpedia.org/ontology/country;what country is pozzaglia sabina located in
http://dbpedia.org/ontology/genre;What is the name of an artist from the neue deutsche harte genre
http://dbpedia.org/ontology/editing;who edited awakenings
http://dbpedia.org/ontology/producer;who is the executive producer of national treasure?
http://dbpedia.org/ontology/genre;mall tycoon 3  is what videogame genre
http://dbpedia.org/ontology/isPartOf;Name a city in the United States.
http://dbpedia.org/ontology/genre;What is the genre of artist is subsonica?
http://dbpedia.org/ontology/artist;what is a song by clint black
http://dbpedia.org/ontology/location;where is the cape canaveral air force station based
http://dbpedia.org/ontology/genre;what genre is the tv show wolf
http://dbpedia.org/ontology/position;What position does flozell adams play
http://dbpedia.org/ontology/parent;Who is louis xvi of france's son
http://dbpedia.org/ontology/genre;Who was an artist for the music genre acoustic music?
